ticket_id,ticket_date,channel,product,issue_type,sentiment,priority,resolution_status,resolution_time_hours,customer_satisfaction
TKT500754,2025-05-27,Email,Loans,Account Access,Negative,Medium,Escalated,56.3,2.5
TKT500304,2025-05-27,Social,Mobile App,Refund Delay,Negative,High,Pending,36.2,2.7
TKT505552,2025-05-27,Chat,Mobile App,Refund Delay,Positive,Medium,Resolved,29.3,5.0
TKT505089,2025-05-27,Phone,Mobile App,Card Issue,Neutral,High,Escalated,68.4,3.2
TKT501734,2025-05-27,Social,Mobile App,Account Access,Neutral,High,Pending,31.2,4.2
TKT507901,2025-05-27,Chat,Payments,Card Issue,Neutral,Low,Resolved,25.2,3.5
TKT510029,2025-05-27,Chat,Payments,App Bug,Positive,Medium,Resolved,19.6,4.0
TKT506941,2025-05-27,Phone,Cards,App Bug,Positive,Medium,Resolved,28.8,4.5
TKT511544,2025-05-27,Chat,Payments,Login Issue,Negative,Low,Pending,49.2,2.5
TKT506673,2025-05-27,Email,Mobile App,Refund Delay,Positive,High,Pending,41.6,4.7
TKT511644,2025-05-27,Email,Account,Account Access,Neutral,Medium,Pending,40.9,3.8
TKT510047,2025-05-27,Chat,Payments,App Bug,Negative,High,Resolved,28.0,3.0
TKT502526,2025-05-27,Phone,Loans,Login Issue,Neutral,Low,Resolved,27.1,4.5
TKT504555,2025-05-27,Email,Payments,Login Issue,Negative,High,Pending,54.1,2.3
TKT509232,2025-05-27,Email,Account,Login Issue,Neutral,Low,Pending,36.7,3.8
TKT506636,2025-05-27,Phone,Payments,Login Issue,Negative,High,Pending,47.6,2.4
TKT503842,2025-05-27,Chat,Cards,Login Issue,Neutral,High,Resolved,22.5,4.1
TKT502248,2025-05-27,Phone,Cards,App Bug,Negative,High,Pending,41.4,2.5
TKT511173,2025-05-27,Email,Account,Loan Query,Neutral,Medium,Pending,40.0,4.2
TKT508562,2025-05-27,Email,Loans,App Bug,Negative,Low,Pending,33.7,2.8
TKT507749,2025-05-27,Phone,Payments,Loan Query,Neutral,High,Pending,31.9,4.1
TKT510706,2025-05-27,Social,Cards,Payment Failed,Negative,Low,Pending,31.3,2.8
TKT505662,2025-05-27,Email,Cards,Loan Query,Neutral,Medium,Pending,42.8,4.5
TKT501353,2025-05-27,Chat,Cards,Account Access,Positive,Medium,Resolved,20.3,3.8
TKT511551,2025-05-28,Chat,Mobile App,Loan Query,Neutral,Low,Resolved,14.5,3.9
TKT504410,2025-05-28,Phone,Mobile App,App Bug,Negative,Low,Resolved,22.9,2.0
TKT504441,2025-05-28,Chat,Mobile App,App Bug,Negative,Medium,Resolved,29.4,2.4
TKT502738,2025-05-28,Chat,Mobile App,Refund Delay,Negative,High,Resolved,23.1,2.8
TKT501778,2025-05-28,Email,Mobile App,Refund Delay,Negative,Medium,Pending,37.7,3.2
TKT511044,2025-05-28,Email,Cards,Refund Delay,Negative,High,Pending,41.8,3.4
TKT505100,2025-05-28,Email,Payments,Refund Delay,Neutral,High,Pending,43.1,3.3
TKT510329,2025-05-28,Chat,Account,Loan Query,Neutral,Low,Resolved,24.9,3.8
TKT503119,2025-05-28,Chat,Loans,App Bug,Negative,Critical,Pending,41.4,2.9
TKT509448,2025-05-28,Chat,Cards,Payment Failed,Negative,High,Pending,42.7,1.9
TKT500151,2025-05-28,Chat,Account,Payment Failed,Positive,High,Resolved,21.1,3.4
TKT505915,2025-05-28,Email,Cards,Account Access,Neutral,High,Pending,44.2,2.9
TKT510629,2025-05-28,Chat,Mobile App,Payment Failed,Negative,Medium,Resolved,21.7,2.5
TKT500541,2025-05-28,Phone,Mobile App,Loan Query,Positive,Medium,Resolved,20.3,3.6
TKT508876,2025-05-28,Phone,Loans,Refund Delay,Negative,Medium,Resolved,23.3,2.4
TKT501211,2025-05-28,Social,Loans,Refund Delay,Neutral,Low,Resolved,22.7,4.0
TKT500569,2025-05-28,Social,Mobile App,Card Issue,Negative,Medium,Resolved,26.8,2.9
TKT511030,2025-05-28,Phone,Loans,Payment Failed,Negative,Critical,Pending,36.5,2.1
TKT509818,2025-05-28,Chat,Account,Payment Failed,Negative,Critical,Pending,32.9,2.6
TKT507783,2025-05-28,Phone,Account,Card Issue,Neutral,Critical,Pending,39.3,3.2
TKT509706,2025-05-28,Chat,Mobile App,Account Access,Negative,Medium,Resolved,25.9,2.8
TKT510385,2025-05-29,Phone,Payments,Account Access,Neutral,Medium,Pending,39.7,3.8
TKT503847,2025-05-29,Social,Mobile App,Login Issue,Neutral,Medium,Resolved,29.8,3.3
TKT503587,2025-05-29,Email,Mobile App,Account Access,Negative,Medium,Pending,35.9,2.0
TKT501646,2025-05-29,Email,Mobile App,Login Issue,Neutral,Medium,Pending,30.8,4.1
TKT505914,2025-05-29,Social,Loans,Login Issue,Negative,High,Resolved,27.9,2.7
TKT503266,2025-05-29,Chat,Payments,Card Issue,Negative,High,Resolved,23.2,3.8
TKT501416,2025-05-29,Chat,Cards,Payment Failed,Positive,Medium,Resolved,24.7,3.2
TKT506133,2025-05-29,Email,Mobile App,Account Access,Negative,High,Pending,41.1,2.4
TKT510910,2025-05-29,Phone,Payments,Login Issue,Neutral,Medium,Resolved,23.0,3.5
TKT509899,2025-05-29,Email,Cards,Account Access,Neutral,Medium,Pending,36.9,4.2
TKT506780,2025-05-29,Phone,Mobile App,Payment Failed,Neutral,High,Pending,45.4,3.0
TKT502967,2025-05-29,Email,Payments,Refund Delay,Negative,High,Pending,43.3,1.7
TKT500675,2025-05-29,Chat,Loans,Loan Query,Neutral,Low,Resolved,13.3,3.5
TKT502637,2025-05-29,Chat,Account,Login Issue,Negative,Medium,Resolved,25.9,1.6
TKT507245,2025-05-29,Chat,Account,Login Issue,Neutral,Medium,Resolved,26.1,3.7
TKT504218,2025-05-29,Email,Payments,Account Access,Neutral,High,Pending,42.0,3.9
TKT506876,2025-05-30,Chat,Cards,Loan Query,Negative,High,Pending,40.6,2.6
TKT502711,2025-05-30,Chat,Account,Refund Delay,Negative,High,Resolved,20.1,2.4
TKT505302,2025-05-30,Social,Payments,Payment Failed,Negative,Critical,Pending,42.8,2.6
TKT508792,2025-05-30,Chat,Payments,Payment Failed,Negative,Low,Pending,36.0,2.7
TKT508632,2025-05-30,Chat,Payments,Refund Delay,Negative,Medium,Resolved,27.1,1.5
TKT508910,2025-05-30,Phone,Cards,Payment Failed,Negative,High,Pending,32.0,2.6
TKT503894,2025-05-30,Chat,Payments,Payment Failed,Neutral,Low,Pending,36.5,3.4
TKT510369,2025-05-30,Chat,Mobile App,Account Access,Neutral,Low,Resolved,21.4,3.2
TKT500842,2025-05-30,Social,Mobile App,Card Issue,Positive,Medium,Pending,33.9,4.7
TKT503781,2025-05-30,Phone,Payments,App Bug,Positive,Medium,Resolved,19.6,4.2
TKT501579,2025-05-30,Phone,Loans,Payment Failed,Negative,High,Resolved,29.5,2.5
TKT502460,2025-05-30,Chat,Account,App Bug,Negative,High,Pending,39.2,3.0
TKT502342,2025-05-30,Chat,Mobile App,Loan Query,Positive,Medium,Resolved,20.4,4.1
TKT507893,2025-05-30,Email,Account,Refund Delay,Negative,Low,Pending,34.8,2.1
TKT500417,2025-05-30,Social,Mobile App,Payment Failed,Neutral,High,Pending,41.0,4.1
TKT500793,2025-05-30,Chat,Account,Login Issue,Neutral,Medium,Resolved,14.8,4.0
TKT511946,2025-05-30,Social,Account,Payment Failed,Negative,Medium,Resolved,29.1,2.4
TKT508214,2025-05-30,Phone,Mobile App,Login Issue,Negative,Medium,Resolved,25.1,2.8
TKT501581,2025-05-31,Social,Cards,Login Issue,Negative,High,Pending,42.4,2.3
TKT511162,2025-05-31,Email,Mobile App,Refund Delay,Negative,High,Pending,39.3,2.8
TKT505534,2025-05-31,Social,Mobile App,Payment Failed,Negative,High,Pending,47.6,3.3
TKT500624,2025-05-31,Chat,Payments,Payment Failed,Neutral,Medium,Pending,31.5,2.9
TKT506991,2025-05-31,Social,Payments,Payment Failed,Negative,Critical,Pending,33.7,2.2
TKT507243,2025-05-31,Social,Account,App Bug,Neutral,Medium,Resolved,23.8,3.4
TKT501566,2025-05-31,Social,Payments,Refund Delay,Negative,Low,Resolved,28.2,2.9
TKT504735,2025-05-31,Chat,Payments,App Bug,Negative,High,Pending,32.8,3.0
TKT511400,2025-05-31,Email,Payments,Payment Failed,Negative,Critical,Pending,44.3,3.3
TKT506656,2025-05-31,Email,Payments,Login Issue,Positive,Critical,Pending,48.6,2.4
TKT503146,2025-05-31,Email,Payments,Loan Query,Positive,Low,Pending,52.8,3.4
TKT503411,2025-05-31,Social,Mobile App,Account Access,Positive,High,Pending,37.5,3.5
TKT502410,2025-05-31,Social,Mobile App,Payment Failed,Negative,Medium,Resolved,24.4,2.1
TKT507229,2025-05-31,Social,Loans,Payment Failed,Negative,High,Pending,40.1,3.0
TKT506496,2025-05-31,Phone,Mobile App,Refund Delay,Negative,Low,Resolved,23.4,2.5
TKT509617,2025-05-31,Chat,Account,Loan Query,Positive,Medium,Resolved,20.5,3.7
TKT511236,2025-06-01,Chat,Mobile App,App Bug,Negative,High,Resolved,25.4,2.8
TKT505505,2025-06-01,Chat,Cards,Account Access,Positive,Medium,Resolved,20.2,4.8
TKT502391,2025-06-01,Chat,Mobile App,Login Issue,Negative,High,Pending,34.5,2.9
TKT501942,2025-06-01,Social,Payments,Login Issue,Negative,Critical,Escalated,55.1,2.1
TKT506173,2025-06-01,Chat,Account,Login Issue,Negative,Low,Resolved,27.3,1.8
TKT500232,2025-06-01,Email,Account,Account Access,Positive,Medium,Pending,49.2,3.9
TKT500791,2025-06-01,Phone,Loans,Login Issue,Neutral,Low,Resolved,20.3,4.3
TKT500296,2025-06-01,Email,Payments,Loan Query,Neutral,High,Pending,48.4,3.8
TKT509978,2025-06-01,Chat,Loans,Loan Query,Negative,Medium,Resolved,15.3,2.2
TKT502475,2025-06-01,Social,Cards,App Bug,Negative,Low,Pending,32.8,3.0
TKT500986,2025-06-01,Phone,Mobile App,Loan Query,Neutral,Medium,Resolved,21.5,2.9
TKT510838,2025-06-01,Chat,Account,App Bug,Negative,High,Pending,38.7,2.4
TKT503253,2025-06-01,Phone,Payments,Card Issue,Positive,High,Pending,54.0,4.1
TKT506420,2025-06-01,Email,Mobile App,Payment Failed,Neutral,Critical,Pending,50.5,4.5
TKT500735,2025-06-01,Email,Cards,Account Access,Neutral,Medium,Pending,30.5,3.7
TKT508791,2025-06-01,Phone,Cards,App Bug,Positive,Medium,Resolved,22.0,4.6
TKT508647,2025-06-01,Chat,Account,Payment Failed,Positive,High,Pending,32.0,4.3
TKT511734,2025-06-01,Phone,Cards,Login Issue,Positive,High,Pending,32.8,3.8
TKT507361,2025-06-01,Social,Payments,Login Issue,Neutral,Medium,Pending,37.3,4.6
TKT500690,2025-06-01,Email,Cards,App Bug,Negative,High,Pending,49.2,3.2
TKT507074,2025-06-01,Phone,Cards,Account Access,Negative,High,Pending,41.5,2.2
TKT511407,2025-06-01,Email,Loans,Refund Delay,Positive,Medium,Pending,35.5,4.0
TKT508123,2025-06-01,Email,Loans,Account Access,Negative,High,Pending,51.4,3.1
TKT506849,2025-06-01,Social,Payments,Account Access,Neutral,Medium,Pending,45.2,3.7
TKT509929,2025-06-02,Email,Payments,Payment Failed,Positive,Low,Pending,48.5,4.8
TKT511950,2025-06-02,Email,Cards,Card Issue,Negative,Medium,Pending,34.1,2.9
TKT501984,2025-06-02,Chat,Account,Refund Delay,Negative,Critical,Pending,32.1,2.3
TKT502022,2025-06-02,Social,Loans,Payment Failed,Negative,High,Pending,33.3,2.8
TKT503390,2025-06-02,Email,Loans,Account Access,Neutral,Medium,Pending,33.5,4.1
TKT501694,2025-06-02,Chat,Payments,App Bug,Negative,High,Resolved,28.9,2.5
TKT509609,2025-06-02,Phone,Loans,Payment Failed,Negative,Low,Resolved,18.7,2.5
TKT505562,2025-06-02,Chat,Loans,Login Issue,Negative,High,Resolved,21.4,2.8
TKT504522,2025-06-02,Email,Payments,Payment Failed,Negative,Critical,Pending,47.0,2.3
TKT507519,2025-06-02,Phone,Cards,App Bug,Negative,Medium,Resolved,23.1,2.8
TKT505644,2025-06-02,Chat,Cards,Loan Query,Positive,Medium,Pending,35.9,4.0
TKT510091,2025-06-02,Social,Payments,Card Issue,Positive,Medium,Resolved,29.9,3.7
TKT500245,2025-06-02,Email,Mobile App,Payment Failed,Neutral,Critical,Pending,46.2,3.7
TKT504646,2025-06-02,Email,Account,Payment Failed,Negative,Medium,Pending,37.2,3.2
TKT509701,2025-06-02,Email,Account,Card Issue,Negative,Low,Pending,39.8,2.6
TKT504531,2025-06-02,Phone,Mobile App,App Bug,Neutral,High,Pending,34.5,3.7
TKT508969,2025-06-02,Phone,Account,Card Issue,Positive,Low,Resolved,24.3,3.5
TKT510264,2025-06-02,Phone,Loans,App Bug,Neutral,High,Pending,40.5,4.6
TKT500813,2025-06-02,Phone,Account,App Bug,Negative,Medium,Resolved,22.4,3.1
TKT507755,2025-06-02,Chat,Cards,Payment Failed,Neutral,Low,Resolved,28.5,3.3
TKT504208,2025-06-02,Email,Cards,Payment Failed,Neutral,Medium,Pending,49.8,3.9
TKT508177,2025-06-02,Social,Mobile App,Account Access,Negative,High,Pending,33.8,3.1
TKT501170,2025-06-02,Chat,Payments,Card Issue,Positive,Low,Resolved,14.4,3.7
TKT500815,2025-06-02,Social,Mobile App,Payment Failed,Negative,Critical,Pending,35.0,3.0
TKT502691,2025-06-02,Phone,Loans,Payment Failed,Positive,Medium,Resolved,23.1,4.4
TKT510355,2025-06-02,Phone,Mobile App,Loan Query,Negative,High,Pending,35.2,2.7
TKT504668,2025-06-02,Social,Mobile App,Login Issue,Positive,Medium,Resolved,21.8,2.0
TKT505323,2025-06-02,Email,Payments,Login Issue,Positive,Medium,Pending,44.3,4.1
TKT509325,2025-06-02,Phone,Payments,Payment Failed,Positive,High,Escalated,67.1,3.6
TKT502978,2025-06-03,Chat,Mobile App,Refund Delay,Neutral,Critical,Resolved,28.7,4.0
TKT500219,2025-06-03,Phone,Account,Card Issue,Positive,Low,Resolved,21.4,3.1
TKT509100,2025-06-03,Phone,Payments,Login Issue,Negative,Medium,Pending,30.2,1.9
TKT500492,2025-06-03,Email,Account,Payment Failed,Negative,Critical,Pending,43.4,3.1
TKT506155,2025-06-03,Email,Cards,Payment Failed,Positive,Critical,Escalated,59.1,2.5
TKT508908,2025-06-03,Social,Account,Loan Query,Negative,Low,Resolved,27.3,3.4
TKT508014,2025-06-03,Email,Mobile App,Card Issue,Positive,Low,Pending,41.1,4.4
TKT508327,2025-06-03,Chat,Payments,App Bug,Negative,Medium,Resolved,28.0,2.7
TKT509385,2025-06-03,Phone,Mobile App,App Bug,Neutral,Medium,Resolved,21.6,3.4
TKT500503,2025-06-03,Phone,Loans,Refund Delay,Neutral,High,Pending,34.3,4.0
TKT511201,2025-06-03,Email,Mobile App,Payment Failed,Neutral,Medium,Pending,39.8,3.4
TKT508165,2025-06-03,Chat,Loans,App Bug,Neutral,Critical,Resolved,26.4,3.2
TKT511204,2025-06-03,Chat,Payments,Login Issue,Positive,Low,Resolved,29.6,3.9
TKT500823,2025-06-03,Phone,Account,Payment Failed,Negative,High,Resolved,29.0,2.8
TKT508174,2025-06-03,Phone,Account,Login Issue,Neutral,Medium,Pending,33.3,3.9
TKT503593,2025-06-03,Phone,Payments,App Bug,Negative,High,Pending,36.3,2.7
TKT504066,2025-06-04,Chat,Loans,Loan Query,Neutral,Medium,Resolved,19.6,3.4
TKT505082,2025-06-04,Chat,Payments,Login Issue,Neutral,Low,Pending,30.2,2.5
TKT504925,2025-06-04,Email,Payments,Card Issue,Negative,High,Pending,48.3,3.1
TKT502733,2025-06-04,Chat,Account,App Bug,Negative,High,Resolved,29.8,2.3
TKT505158,2025-06-04,Phone,Mobile App,Payment Failed,Positive,Medium,Resolved,23.6,4.2
TKT507399,2025-06-04,Email,Payments,Refund Delay,Negative,Low,Pending,39.5,2.8
TKT510685,2025-06-04,Email,Payments,Login Issue,Positive,High,Escalated,65.7,2.8
TKT503695,2025-06-04,Phone,Account,Card Issue,Negative,Low,Resolved,25.3,2.1
TKT508128,2025-06-04,Chat,Loans,Loan Query,Neutral,Medium,Resolved,24.0,4.0
TKT509779,2025-06-04,Email,Payments,Payment Failed,Positive,Medium,Pending,37.9,3.3
TKT510000,2025-06-04,Social,Payments,Payment Failed,Neutral,Critical,Pending,36.5,3.9
TKT501399,2025-06-04,Email,Loans,Card Issue,Positive,Low,Pending,32.3,4.5
TKT505455,2025-06-04,Email,Mobile App,Payment Failed,Neutral,High,Pending,44.7,3.5
TKT505103,2025-06-04,Chat,Payments,Loan Query,Negative,High,Resolved,21.9,3.2
TKT506984,2025-06-04,Chat,Cards,Card Issue,Neutral,Low,Resolved,15.1,4.4
TKT500563,2025-06-04,Email,Account,Login Issue,Negative,High,Pending,39.8,2.3
TKT506565,2025-06-04,Chat,Mobile App,Refund Delay,Negative,Low,Pending,41.1,2.4
TKT502789,2025-06-04,Email,Loans,Login Issue,Neutral,Low,Pending,38.8,4.5
TKT501092,2025-06-04,Chat,Loans,Refund Delay,Negative,Low,Resolved,28.3,2.1
TKT507926,2025-06-04,Email,Cards,Payment Failed,Negative,Low,Pending,41.0,2.8
TKT508584,2025-06-04,Social,Payments,Loan Query,Positive,Low,Resolved,24.3,4.7
TKT506603,2025-06-04,Email,Payments,Account Access,Positive,High,Escalated,70.4,3.1
TKT501453,2025-06-04,Phone,Account,Payment Failed,Neutral,Low,Pending,30.9,3.5
TKT506643,2025-06-05,Email,Account,App Bug,Neutral,Medium,Pending,38.5,3.3
TKT506132,2025-06-05,Social,Mobile App,Account Access,Positive,Low,Resolved,27.7,3.5
TKT509009,2025-06-05,Chat,Mobile App,App Bug,Neutral,Low,Resolved,18.7,4.3
TKT503837,2025-06-05,Social,Cards,Login Issue,Negative,Low,Pending,45.0,1.6
TKT503726,2025-06-05,Email,Account,Account Access,Positive,Low,Pending,36.3,4.8
TKT505367,2025-06-05,Social,Mobile App,App Bug,Negative,High,Pending,47.4,2.3
TKT509242,2025-06-05,Chat,Payments,Payment Failed,Negative,Low,Resolved,18.2,2.6
TKT508838,2025-06-05,Social,Mobile App,App Bug,Negative,High,Pending,31.7,3.0
TKT506852,2025-06-05,Chat,Account,Loan Query,Positive,Medium,Resolved,28.6,3.9
TKT509994,2025-06-05,Chat,Mobile App,Loan Query,Positive,Medium,Pending,35.9,3.4
TKT501174,2025-06-05,Social,Mobile App,Loan Query,Positive,High,Pending,51.8,4.3
TKT501146,2025-06-05,Phone,Loans,Account Access,Positive,Low,Pending,31.1,3.2
TKT506872,2025-06-05,Phone,Payments,Loan Query,Positive,High,Resolved,27.6,4.3
TKT507121,2025-06-05,Social,Payments,Loan Query,Positive,High,Pending,31.0,3.7
TKT501462,2025-06-05,Chat,Loans,Card Issue,Negative,High,Resolved,20.7,4.3
TKT504174,2025-06-05,Chat,Payments,Login Issue,Negative,High,Pending,45.2,2.2
TKT509529,2025-06-05,Email,Payments,App Bug,Negative,Critical,Pending,45.5,2.5
TKT500240,2025-06-05,Chat,Cards,Payment Failed,Neutral,Critical,Resolved,28.1,4.2
TKT508819,2025-06-06,Chat,Account,Login Issue,Negative,Low,Resolved,15.7,1.9
TKT508932,2025-06-06,Chat,Mobile App,Card Issue,Negative,Low,Resolved,20.6,2.8
TKT500070,2025-06-06,Social,Cards,Account Access,Positive,High,Pending,34.0,4.9
TKT501202,2025-06-06,Chat,Mobile App,Account Access,Neutral,High,Pending,46.6,3.8
TKT511411,2025-06-06,Chat,Mobile App,Card Issue,Positive,Medium,Resolved,22.3,4.8
TKT509398,2025-06-06,Phone,Mobile App,Loan Query,Positive,Medium,Pending,37.1,4.4
TKT503072,2025-06-06,Social,Loans,Payment Failed,Negative,Low,Resolved,21.1,2.6
TKT503432,2025-06-06,Chat,Cards,Loan Query,Positive,High,Pending,37.3,3.5
TKT504147,2025-06-06,Chat,Mobile App,Login Issue,Negative,Medium,Resolved,12.7,2.5
TKT505884,2025-06-06,Social,Cards,Login Issue,Neutral,Medium,Pending,30.0,4.0
TKT501157,2025-06-06,Phone,Payments,Account Access,Negative,High,Pending,35.2,3.5
TKT510767,2025-06-06,Email,Loans,Loan Query,Neutral,Low,Pending,44.7,4.4
TKT505356,2025-06-06,Email,Mobile App,Login Issue,Neutral,Medium,Pending,40.7,3.1
TKT511624,2025-06-06,Social,Payments,Payment Failed,Negative,High,Pending,38.4,3.1
TKT502463,2025-06-06,Chat,Mobile App,Refund Delay,Negative,Low,Resolved,18.6,2.5
TKT506096,2025-06-06,Phone,Cards,Loan Query,Positive,Low,Resolved,28.9,4.0
TKT504254,2025-06-06,Email,Loans,Loan Query,Neutral,Medium,Pending,30.7,3.4
TKT510505,2025-06-06,Phone,Cards,Login Issue,Neutral,Medium,Resolved,20.8,3.3
TKT506486,2025-06-06,Email,Account,Account Access,Negative,High,Pending,46.6,2.8
TKT508249,2025-06-06,Phone,Mobile App,Account Access,Neutral,Low,Pending,38.0,3.5
TKT505595,2025-06-06,Phone,Account,Card Issue,Negative,Low,Resolved,20.1,3.0
TKT505539,2025-06-06,Social,Payments,App Bug,Positive,Medium,Pending,40.0,3.4
TKT510684,2025-06-07,Chat,Cards,Payment Failed,Positive,Critical,Pending,35.0,4.3
TKT511118,2025-06-07,Social,Account,Payment Failed,Negative,Medium,Pending,32.4,2.4
TKT502484,2025-06-07,Chat,Loans,App Bug,Positive,Medium,Resolved,17.5,3.7
TKT506940,2025-06-07,Email,Loans,Account Access,Neutral,Low,Pending,44.5,3.9
TKT501916,2025-06-07,Phone,Payments,App Bug,Positive,Low,Resolved,28.4,3.9
TKT509181,2025-06-07,Social,Mobile App,Account Access,Neutral,Low,Pending,37.6,3.7
TKT506144,2025-06-07,Social,Mobile App,Payment Failed,Neutral,High,Resolved,29.0,3.2
TKT505195,2025-06-07,Phone,Loans,Refund Delay,Neutral,Critical,Pending,41.4,3.8
TKT502542,2025-06-07,Social,Payments,App Bug,Negative,High,Pending,36.2,2.7
TKT506556,2025-06-07,Chat,Mobile App,Login Issue,Neutral,Critical,Pending,46.6,3.3
TKT508132,2025-06-07,Phone,Payments,Login Issue,Neutral,Low,Resolved,23.5,4.3
TKT506073,2025-06-07,Email,Loans,Loan Query,Neutral,Critical,Pending,47.8,5.0
TKT507095,2025-06-07,Phone,Payments,Account Access,Neutral,Medium,Pending,40.3,3.6
TKT507086,2025-06-07,Chat,Payments,Login Issue,Negative,Low,Resolved,22.2,3.3
TKT507351,2025-06-07,Phone,Payments,Card Issue,Negative,Low,Resolved,22.5,2.3
TKT501299,2025-06-07,Phone,Mobile App,Account Access,Neutral,Low,Resolved,21.1,3.8
TKT509995,2025-06-07,Email,Account,App Bug,Neutral,Medium,Escalated,63.3,3.3
TKT505811,2025-06-08,Social,Loans,Login Issue,Positive,High,Pending,42.4,4.4
TKT500396,2025-06-08,Email,Mobile App,Card Issue,Negative,High,Pending,39.6,3.0
TKT509278,2025-06-08,Social,Cards,Account Access,Positive,High,Pending,38.0,4.3
TKT504327,2025-06-08,Social,Mobile App,Payment Failed,Positive,Medium,Resolved,26.4,3.5
TKT500037,2025-06-08,Chat,Cards,Login Issue,Negative,High,Pending,38.5,2.1
TKT504677,2025-06-08,Email,Loans,Account Access,Negative,High,Pending,47.1,2.6
TKT506948,2025-06-08,Chat,Loans,Card Issue,Neutral,Low,Resolved,18.8,3.4
TKT507014,2025-06-08,Social,Account,Login Issue,Positive,Low,Pending,39.5,3.3
TKT511266,2025-06-08,Phone,Account,Login Issue,Negative,High,Pending,50.9,2.5
TKT504673,2025-06-08,Social,Mobile App,Loan Query,Negative,High,Pending,31.8,2.7
TKT507994,2025-06-08,Phone,Mobile App,Loan Query,Negative,High,Pending,34.2,2.7
TKT505119,2025-06-08,Social,Loans,Payment Failed,Neutral,High,Resolved,28.8,2.7
TKT509659,2025-06-08,Chat,Cards,Account Access,Positive,Medium,Resolved,20.5,3.7
TKT506461,2025-06-08,Email,Account,Account Access,Positive,Medium,Pending,34.8,4.2
TKT509635,2025-06-08,Phone,Mobile App,Refund Delay,Negative,Medium,Pending,33.4,2.2
TKT511159,2025-06-08,Social,Mobile App,Card Issue,Positive,Low,Pending,40.5,4.2
TKT507870,2025-06-08,Phone,Cards,Payment Failed,Negative,High,Pending,34.7,2.4
TKT505904,2025-06-08,Phone,Account,App Bug,Neutral,High,Resolved,27.4,4.5
TKT500200,2025-06-08,Email,Mobile App,Card Issue,Negative,High,Pending,43.2,2.6
TKT506364,2025-06-08,Chat,Loans,App Bug,Neutral,Critical,Resolved,27.1,3.1
TKT502843,2025-06-08,Email,Mobile App,Loan Query,Positive,Medium,Pending,45.3,5.0
TKT501011,2025-06-08,Chat,Mobile App,Account Access,Positive,High,Resolved,25.9,4.1
TKT505214,2025-06-08,Social,Account,Payment Failed,Neutral,Critical,Pending,34.9,5.0
TKT502028,2025-06-09,Email,Loans,Account Access,Negative,Medium,Pending,41.1,3.6
TKT500109,2025-06-09,Email,Account,Card Issue,Neutral,Low,Pending,49.9,2.7
TKT503297,2025-06-09,Phone,Payments,Refund Delay,Negative,High,Pending,41.8,2.2
TKT501625,2025-06-09,Email,Mobile App,Login Issue,Neutral,Medium,Pending,48.7,3.5
TKT501297,2025-06-09,Email,Payments,Account Access,Neutral,Low,Pending,39.2,3.6
TKT504800,2025-06-09,Email,Mobile App,Account Access,Positive,Medium,Pending,39.4,3.5
TKT503778,2025-06-09,Email,Mobile App,Login Issue,Negative,High,Pending,45.7,2.9
TKT501705,2025-06-09,Social,Loans,Payment Failed,Neutral,High,Pending,31.8,4.2
TKT506211,2025-06-09,Chat,Cards,App Bug,Negative,Medium,Resolved,14.4,2.1
TKT506602,2025-06-09,Chat,Loans,Refund Delay,Negative,Medium,Resolved,22.7,2.2
TKT504486,2025-06-09,Email,Cards,Payment Failed,Positive,Medium,Pending,33.4,3.2
TKT507949,2025-06-09,Social,Loans,Loan Query,Positive,Medium,Resolved,25.0,3.2
TKT500924,2025-06-09,Chat,Cards,Loan Query,Positive,Medium,Resolved,17.6,3.9
TKT508656,2025-06-09,Social,Payments,Refund Delay,Neutral,Medium,Resolved,24.0,3.5
TKT510662,2025-06-09,Social,Mobile App,Account Access,Neutral,Low,Resolved,29.9,3.8
TKT500869,2025-06-09,Chat,Mobile App,Payment Failed,Neutral,Low,Resolved,16.3,2.7
TKT504244,2025-06-09,Phone,Payments,Payment Failed,Negative,High,Pending,34.0,3.1
TKT506404,2025-06-09,Email,Payments,Account Access,Positive,High,Pending,48.7,3.9
TKT500418,2025-06-10,Email,Loans,Login Issue,Positive,Low,Pending,48.0,3.3
TKT505924,2025-06-10,Phone,Account,Payment Failed,Positive,Medium,Resolved,23.1,3.4
TKT507394,2025-06-10,Chat,Mobile App,Account Access,Neutral,Low,Resolved,26.2,3.4
TKT505978,2025-06-10,Chat,Payments,Account Access,Positive,High,Resolved,25.8,3.6
TKT511309,2025-06-10,Social,Account,Refund Delay,Negative,High,Pending,39.4,2.1
TKT503827,2025-06-10,Chat,Cards,App Bug,Neutral,Low,Pending,48.8,3.5
TKT510568,2025-06-10,Phone,Payments,Payment Failed,Negative,Critical,Pending,34.6,1.9
TKT508486,2025-06-10,Email,Cards,Payment Failed,Neutral,Critical,Pending,50.6,4.6
TKT507154,2025-06-10,Phone,Payments,Payment Failed,Negative,High,Pending,35.1,2.8
TKT508182,2025-06-10,Chat,Cards,Payment Failed,Neutral,Medium,Resolved,22.1,4.8
TKT501347,2025-06-10,Social,Account,Login Issue,Negative,High,Pending,39.4,3.0
TKT500930,2025-06-10,Email,Payments,Account Access,Positive,Medium,Pending,46.2,4.0
TKT501261,2025-06-10,Chat,Payments,Refund Delay,Neutral,Medium,Pending,32.3,4.1
